2020-10-13 23:39:17+00:00,samikinsuke,"三回忌頃から光る未亡人

#テスト
#佐美欣亮
#シルバー川柳"
2020-12-01 13:28:21+00:00,popIn_Aladdin,"🛒楽天スーパーSALE🛍
年に一度の超特価スーパーSALE✨
今すぐメール登録でキャンペーンにエントリー"
2020-10-13 23:15:30+00:00,catv10,5 #テスト #試験
2020-10-13 23:09:24+00:00,samikinsuke,"化粧する昔話も化粧する

#テスト
#佐美欣亮
#シルバー川柳"
2020-10-13 23:05:38+00:00,idecostudy,"自習って環境が大事だよね！西宮甲東園駅すぐの高校生以上の学生向け自習スペース
IDECOSTUDY
お問い合わせはこちら(https://t.co/LlQVqTZJUc)
#自習 #受験 #テスト #西宮市 #甲東園 #甲南 #甲南大学 #関学 #関西学院大学 #神戸女学院 #試験 #定期テスト"
2020-10-13 23:05:23+00:00,MetalEnglish,"【メタル英語　単語】

●Revenge （リヴェンジ）復讐

#メタル英語　#受験 #テスト #英語 #TOEIC #英検 #勉強法 #基礎"
2020-10-13 22:50:57+00:00,sandaluneko28,ついにこの日が来てしまったのか...君達と戦いたくなんてないのに...！😭#テスト
2020-10-13 22:37:03+00:00,honohono_52,"おはよ︎︎❤︎
今日はテスト返却日、、、、泣
いい点数でありますように🤦🏻‍♀️💭
・
抹茶アイスバー🍨
美味しかったよ🥺オススメ。
 #ほのかのにっか  #テスト #高校生 
#宇治 #抹茶  #アイス https://t.co/v13W7Q0Rrb"
2020-10-13 22:29:31+00:00,Mk2chihiro,"テスト勉強中の小テストとか
鬼畜すぎる
今回の定期考査暗記ゲー
#勉強 #勉強垢でいいねした人全員フォロー #テスト #定期考査"
2020-10-13 22:07:01+00:00,faber_school,観察日記135｜ぽんマス #note #観葉植物 #実験 #観察 #ふぁーべる園芸部 #日記 #自然 #教育 #子育て #仕事 #学校 #やる気 #心理学 #勉強 #テスト #評価 #子ども #親 #自然と遊ぶ #自然に学ぶ #実感する学び #ゆっくり考える #たたき台 https://t.co/FNi283FrOC
2020-10-13 21:52:43+00:00,sibisuke_zx6r,"おはよう〜ございます！
今日は学校のテーストー！
まぁ当たり前だけど
テスト勉強なんかしてないよ〜！
成績には入んないテストなのでねー
まぁ200点超えればいいかな
 頑張っていってきます！！
 #学校 #テスト #成績 #学校の溜まり場トイレ はホントに溜まり場になる
 
社会人の方もお気を付けて！"
